P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,delta,load,T_HTF_in_K,T_amb_input_K
45566848.77,1206.05,24572985.16,2.89,841.45,59.52,0.7,1135.2,274.61
45566848.77,1206.05,24572985.16,2.89,841.45,59.52,0.84,1139.81,287.91
45566848.77,1206.05,24572985.16,2.89,841.45,59.52,0.53,1138.7,307.49
45566848.77,1206.05,24572985.16,2.89,841.45,59.52,0.63,1128.06,292.73
45566848.77,1206.05,24572985.16,2.89,841.45,59.52,0.91,1132.87,281.72
45566848.77,1206.05,24572985.16,2.89,841.45,59.52,1.01,1130.1,300.83
79783009.32,1227.64,24075912.63,2.86,808.03,58.65,0.88,1160.69,286.92
79783009.32,1227.64,24075912.63,2.86,808.03,58.65,0.67,1166.88,297.01
79783009.32,1227.64,24075912.63,2.86,808.03,58.65,0.76,1156.13,315.63
79783009.32,1227.64,24075912.63,2.86,808.03,58.65,0.6,1161.63,283.23
79783009.32,1227.64,24075912.63,2.86,808.03,58.65,1.01,1165.19,275.46
79783009.32,1227.64,24075912.63,2.86,808.03,58.65,0.8,1157.18,267.29
79783009.32,1227.64,24075912.63,2.86,808.03,58.65,0.92,1151.06,302.67
79783009.32,1227.64,24075912.63,2.86,808.03,58.65,0.54,1153.04,309.49
72415448.15,1124.93,24496483.92,2.76,833.58,48.05,0.56,1067.34,265.69
72415448.15,1124.93,24496483.92,2.76,833.58,48.05,0.97,1066.08,275.21
72415448.15,1124.93,24496483.92,2.76,833.58,48.05,1.01,1075.51,292.81
72415448.15,1124.93,24496483.92,2.76,833.58,48.05,0.75,1070.65,312.54
72415448.15,1124.93,24496483.92,2.76,833.58,48.05,0.58,1061.94,281.18
72415448.15,1124.93,24496483.92,2.76,833.58,48.05,0.86,1058.99,306.99
72415448.15,1124.93,24496483.92,2.76,833.58,48.05,0.67,1060.31,302.23
72415448.15,1124.93,24496483.92,2.76,833.58,48.05,0.78,1073.68,284.51
69835584.75,1239.65,24627900.88,2.81,801.65,29.11,0.97,1197.62,271.49
69835584.75,1239.65,24627900.88,2.81,801.65,29.11,0.52,1195.02,307.22
69835584.75,1239.65,24627900.88,2.81,801.65,29.11,0.88,1203.64,300.54
69835584.75,1239.65,24627900.88,2.81,801.65,29.11,0.83,1191.67,278.84
69835584.75,1239.65,24627900.88,2.81,801.65,29.11,0.72,1198.24,269.38
69835584.75,1239.65,24627900.88,2.81,801.65,29.11,0.58,1207.77,312.72
69835584.75,1239.65,24627900.88,2.81,801.65,29.11,0.68,1209.21,294.78
69835584.75,1239.65,24627900.88,2.81,801.65,29.11,1.03,1201.36,290.51
68082898.75,1123.12,24808806.16,2.82,810.21,62.07,0.87,1052.19,268.68
68082898.75,1123.12,24808806.16,2.82,810.21,62.07,1.03,1044.24,312.46
68082898.75,1123.12,24808806.16,2.82,810.21,62.07,0.61,1060.4,277.92
68082898.75,1123.12,24808806.16,2.82,810.21,62.07,0.66,1054.26,299.63
68082898.75,1123.12,24808806.16,2.82,810.21,62.07,0.98,1058.44,293.05
68082898.75,1123.12,24808806.16,2.82,810.21,62.07,0.81,1042.91,308.85
68082898.75,1123.12,24808806.16,2.82,810.21,62.07,0.73,1048.6,286.72
68082898.75,1123.12,24808806.16,2.82,810.21,62.07,0.55,1047.39,276.35
122853569.51,1117.06,24399922.86,2.91,815.55,77.24,0.85,1023.79,280.28
122853569.51,1117.06,24399922.86,2.91,815.55,77.24,1.03,1032.71,298.33
122853569.51,1117.06,24399922.86,2.91,815.55,77.24,0.73,1036.3,271.04
122853569.51,1117.06,24399922.86,2.91,815.55,77.24,0.96,1020.01,307.75
122853569.51,1117.06,24399922.86,2.91,815.55,77.24,0.83,1039.31,313.34
122853569.51,1117.06,24399922.86,2.91,815.55,77.24,0.58,1029.17,264.39
122853569.51,1117.06,24399922.86,2.91,815.55,77.24,0.66,1030.2,289.4
122853569.51,1117.06,24399922.86,2.91,815.55,77.24,0.55,1025.3,296.26
57637473.11,1163.92,24683047.31,2.78,805.6,87.95,0.66,1075.08,268.29
57637473.11,1163.92,24683047.31,2.78,805.6,87.95,0.88,1067.14,311.82
57637473.11,1163.92,24683047.31,2.78,805.6,87.95,0.97,1073.14,301.49
57637473.11,1163.92,24683047.31,2.78,805.6,87.95,0.74,1057.1,279.0
57637473.11,1163.92,24683047.31,2.78,805.6,87.95,0.52,1058.89,306.04
57637473.11,1163.92,24683047.31,2.78,805.6,87.95,0.82,1064.52,295.28
57637473.11,1163.92,24683047.31,2.78,805.6,87.95,0.58,1068.7,283.99
57637473.11,1163.92,24683047.31,2.78,805.6,87.95,0.99,1063.06,273.12
108710231.02,1103.71,24378642.24,2.96,845.44,40.88,0.75,1046.23,308.7
108710231.02,1103.71,24378642.24,2.96,845.44,40.88,0.8,1060.88,317.09
108710231.02,1103.71,24378642.24,2.96,845.44,40.88,0.93,1048.22,274.06
108710231.02,1103.71,24378642.24,2.96,845.44,40.88,0.61,1044.98,297.11
108710231.02,1103.71,24378642.24,2.96,845.44,40.88,1.0,1055.35,303.15
108710231.02,1103.71,24378642.24,2.96,845.44,40.88,0.91,1057.85,267.14
108710231.02,1103.71,24378642.24,2.96,845.44,40.88,0.53,1053.37,284.04
108710231.02,1103.71,24378642.24,2.96,845.44,40.88,0.7,1050.39,282.17
12796571.96,1057.85,24038498.18,2.95,823.55,30.68,0.63,1020.34,266.79
12796571.96,1057.85,24038498.18,2.95,823.55,30.68,1.04,1018.17,286.68
12796571.96,1057.85,24038498.18,2.95,823.55,30.68,0.81,1014.73,316.21
12796571.96,1057.85,24038498.18,2.95,823.55,30.68,0.53,1022.81,303.73
12796571.96,1057.85,24038498.18,2.95,823.55,30.68,0.65,1012.46,275.78
12796571.96,1057.85,24038498.18,2.95,823.55,30.68,0.92,1025.32,278.05
12796571.96,1057.85,24038498.18,2.95,823.55,30.68,0.77,1008.83,306.06
12796571.96,1057.85,24038498.18,2.95,823.55,30.68,0.89,1010.81,292.6
136636986.35,1193.69,24030595.68,2.98,821.49,66.28,0.8,1125.19,276.91
136636986.35,1193.69,24030595.68,2.98,821.49,66.28,0.73,1122.48,292.19
136636986.35,1193.69,24030595.68,2.98,821.49,66.28,1.04,1108.1,313.03
136636986.35,1193.69,24030595.68,2.98,821.49,66.28,0.65,1114.22,274.3
136636986.35,1193.69,24030595.68,2.98,821.49,66.28,0.98,1119.92,303.46
136636986.35,1193.69,24030595.68,2.98,821.49,66.28,0.56,1119.83,265.3
136636986.35,1193.69,24030595.68,2.98,821.49,66.28,0.57,1110.72,308.95
136636986.35,1193.69,24030595.68,2.98,821.49,66.28,0.84,1116.31,288.69
87104417.83,1120.68,24580936.47,2.82,819.14,49.83,0.62,1055.57,299.79
87104417.83,1120.68,24580936.47,2.82,819.14,49.83,0.51,1064.44,293.52
87104417.83,1120.68,24580936.47,2.82,819.14,49.83,0.8,1058.66,307.44
87104417.83,1120.68,24580936.47,2.82,819.14,49.83,0.88,1062.61,269.93
87104417.83,1120.68,24580936.47,2.82,819.14,49.83,0.93,1052.12,317.34
87104417.83,1120.68,24580936.47,2.82,819.14,49.83,0.74,1056.4,287.27
87104417.83,1120.68,24580936.47,2.82,819.14,49.83,0.69,1067.54,275.69
87104417.83,1120.68,24580936.47,2.82,819.14,49.83,1.03,1070.81,278.28
76968209.4,1060.96,24081158.34,2.85,836.28,26.48,0.79,1016.53,271.32
76968209.4,1060.96,24081158.34,2.85,836.28,26.48,0.93,1033.19,313.9
76968209.4,1060.96,24081158.34,2.85,836.28,26.48,0.59,1020.08,265.74
76968209.4,1060.96,24081158.34,2.85,836.28,26.48,0.88,1027.11,276.96
76968209.4,1060.96,24081158.34,2.85,836.28,26.48,1.02,1024.48,297.24
76968209.4,1060.96,24081158.34,2.85,836.28,26.48,0.69,1031.88,298.26
76968209.4,1060.96,24081158.34,2.85,836.28,26.48,0.52,1026.76,285.52
76968209.4,1060.96,24081158.34,2.85,836.28,26.48,0.77,1017.2,304.55
93580617.77,1127.11,24222569.83,2.91,823.65,81.29,1.03,1032.28,296.69
93580617.77,1127.11,24222569.83,2.91,823.65,81.29,0.65,1040.23,300.48
93580617.77,1127.11,24222569.83,2.91,823.65,81.29,0.94,1041.02,274.91
93580617.77,1127.11,24222569.83,2.91,823.65,81.29,0.79,1038.03,267.54
93580617.77,1127.11,24222569.83,2.91,823.65,81.29,0.62,1045.23,289.06
93580617.77,1127.11,24222569.83,2.91,823.65,81.29,0.52,1035.58,281.08
93580617.77,1127.11,24222569.83,2.91,823.65,81.29,0.89,1027.24,306.91
93580617.77,1127.11,24222569.83,2.91,823.65,81.29,0.76,1030.73,317.38
145743789.41,1028.51,24933048.84,2.74,814.95,87.4,0.65,931.29,287.04
145743789.41,1028.51,24933048.84,2.74,814.95,87.4,0.5,925.65,297.87
145743789.41,1028.51,24933048.84,2.74,814.95,87.4,1.0,938.8,297.24
145743789.41,1028.51,24933048.84,2.74,814.95,87.4,0.63,926.15,276.14
145743789.41,1028.51,24933048.84,2.74,814.95,87.4,0.75,938.16,278.42
145743789.41,1028.51,24933048.84,2.74,814.95,87.4,0.85,930.47,313.63
145743789.41,1028.51,24933048.84,2.74,814.95,87.4,0.93,921.7,264.7
145743789.41,1028.51,24933048.84,2.74,814.95,87.4,0.78,935.15,304.5
11114233.4,1199.71,24604903.12,2.9,816.95,56.83,0.67,1131.52,297.73
11114233.4,1199.71,24604903.12,2.9,816.95,56.83,0.88,1124.58,264.42
11114233.4,1199.71,24604903.12,2.9,816.95,56.83,1.05,1134.85,275.84
11114233.4,1199.71,24604903.12,2.9,816.95,56.83,0.71,1137.38,292.34
11114233.4,1199.71,24604903.12,2.9,816.95,56.83,0.91,1141.59,288.84
11114233.4,1199.71,24604903.12,2.9,816.95,56.83,0.58,1126.46,281.91
11114233.4,1199.71,24604903.12,2.9,816.95,56.83,0.8,1138.16,312.26
11114233.4,1199.71,24604903.12,2.9,816.95,56.83,0.54,1129.34,309.01
67148695.83,1200.42,24953798.17,2.96,838.28,98.29,0.66,1100.18,276.19
67148695.83,1200.42,24953798.17,2.96,838.28,98.29,1.03,1098.42,299.28
67148695.83,1200.42,24953798.17,2.96,838.28,98.29,0.84,1091.5,267.96
67148695.83,1200.42,24953798.17,2.96,838.28,98.29,0.58,1083.74,286.19
67148695.83,1200.42,24953798.17,2.96,838.28,98.29,0.54,1096.2,279.53
67148695.83,1200.42,24953798.17,2.96,838.28,98.29,0.98,1089.24,315.22
67148695.83,1200.42,24953798.17,2.96,838.28,98.29,0.88,1093.84,295.86
67148695.83,1200.42,24953798.17,2.96,838.28,98.29,0.73,1085.22,305.52
82769059.98,1172.28,24652816.94,2.89,835.59,33.47,0.81,1124.83,295.47
82769059.98,1172.28,24652816.94,2.89,835.59,33.47,0.61,1137.0,304.33
82769059.98,1172.28,24652816.94,2.89,835.59,33.47,0.57,1135.09,273.71
82769059.98,1172.28,24652816.94,2.89,835.59,33.47,1.03,1121.0,308.87
82769059.98,1172.28,24652816.94,2.89,835.59,33.47,0.94,1129.28,276.98
82769059.98,1172.28,24652816.94,2.89,835.59,33.47,0.87,1132.57,263.67
82769059.98,1172.28,24652816.94,2.89,835.59,33.47,0.7,1122.66,314.29
82769059.98,1172.28,24652816.94,2.89,835.59,33.47,0.73,1128.46,283.93
143163681.26,1074.17,24719465.26,2.88,830.97,53.24,0.91,1011.34,273.53
143163681.26,1074.17,24719465.26,2.88,830.97,53.24,0.57,1009.87,296.19
143163681.26,1074.17,24719465.26,2.88,830.97,53.24,0.99,1003.58,297.97
143163681.26,1074.17,24719465.26,2.88,830.97,53.24,0.86,1001.87,285.39
143163681.26,1074.17,24719465.26,2.88,830.97,53.24,0.8,1018.94,305.92
143163681.26,1074.17,24719465.26,2.88,830.97,53.24,0.71,1014.38,265.13
143163681.26,1074.17,24719465.26,2.88,830.97,53.24,0.54,1016.23,317.73
143163681.26,1074.17,24719465.26,2.88,830.97,53.24,0.68,1007.82,278.13
112905086.53,1248.38,24058746.29,2.99,823.99,28.96,0.72,1204.16,296.02
112905086.53,1248.38,24058746.29,2.99,823.99,28.96,0.57,1211.39,297.54
112905086.53,1248.38,24058746.29,2.99,823.99,28.96,0.95,1213.16,286.04
112905086.53,1248.38,24058746.29,2.99,823.99,28.96,0.69,1216.46,282.74
112905086.53,1248.38,24058746.29,2.99,823.99,28.96,1.04,1200.37,266.09
112905086.53,1248.38,24058746.29,2.99,823.99,28.96,0.5,1218.29,304.79
112905086.53,1248.38,24058746.29,2.99,823.99,28.96,0.84,1207.37,313.38
112905086.53,1248.38,24058746.29,2.99,823.99,28.96,0.87,1204.84,270.85
130236665.56,1161.82,24979228.75,2.86,826.38,44.02,0.59,1114.27,265.13
130236665.56,1161.82,24979228.75,2.86,826.38,44.02,0.98,1110.29,317.76
130236665.56,1161.82,24979228.75,2.86,826.38,44.02,0.7,1110.99,296.13
130236665.56,1161.82,24979228.75,2.86,826.38,44.02,1.02,1107.55,274.26
130236665.56,1161.82,24979228.75,2.86,826.38,44.02,0.86,1115.47,305.19
130236665.56,1161.82,24979228.75,2.86,826.38,44.02,0.75,1101.0,303.19
130236665.56,1161.82,24979228.75,2.86,826.38,44.02,0.79,1103.46,277.67
130236665.56,1161.82,24979228.75,2.86,826.38,44.02,0.55,1099.98,290.55
41934206.07,1134.33,24643896.37,3.0,835.31,41.87,0.99,1088.31,293.17
41934206.07,1134.33,24643896.37,3.0,835.31,41.87,0.65,1086.08,304.22
41934206.07,1134.33,24643896.37,3.0,835.31,41.87,0.54,1081.78,288.15
41934206.07,1134.33,24643896.37,3.0,835.31,41.87,0.95,1084.81,267.17
41934206.07,1134.33,24643896.37,3.0,835.31,41.87,0.71,1074.52,315.48
41934206.07,1134.33,24643896.37,3.0,835.31,41.87,0.88,1079.96,304.81
41934206.07,1134.33,24643896.37,3.0,835.31,41.87,0.58,1090.04,282.69
41934206.07,1134.33,24643896.37,3.0,835.31,41.87,0.83,1075.13,273.24
12225186.86,1108.04,24847248.75,2.86,846.34,89.01,0.91,1015.5,270.1
12225186.86,1108.04,24847248.75,2.86,846.34,89.01,0.66,1018.73,265.38
12225186.86,1108.04,24847248.75,2.86,846.34,89.01,0.6,1011.31,294.73
12225186.86,1108.04,24847248.75,2.86,846.34,89.01,0.95,1013.49,283.83
12225186.86,1108.04,24847248.75,2.86,846.34,89.01,0.55,999.28,280.08
12225186.86,1108.04,24847248.75,2.86,846.34,89.01,0.78,1004.56,316.4
12225186.86,1108.04,24847248.75,2.86,846.34,89.01,1.02,1007.46,308.83
12225186.86,1108.04,24847248.75,2.86,846.34,89.01,0.72,1002.47,298.11
29500384.8,1074.01,24526206.35,2.97,842.72,22.49,1.04,1041.47,303.43
29500384.8,1074.01,24526206.35,2.97,842.72,22.49,0.75,1034.21,311.31
29500384.8,1074.01,24526206.35,2.97,842.72,22.49,0.93,1049.64,272.65
29500384.8,1074.01,24526206.35,2.97,842.72,22.49,0.89,1048.61,308.49
29500384.8,1074.01,24526206.35,2.97,842.72,22.49,0.52,1032.09,268.72
29500384.8,1074.01,24526206.35,2.97,842.72,22.49,0.7,1042.4,278.02
29500384.8,1074.01,24526206.35,2.97,842.72,22.49,0.79,1046.17,292.92
29500384.8,1074.01,24526206.35,2.97,842.72,22.49,0.59,1037.49,290.24
20816751.16,1240.33,24800432.1,2.77,826.51,52.35,0.71,1176.58,300.18
20816751.16,1240.33,24800432.1,2.77,826.51,52.35,0.89,1173.5,270.81
20816751.16,1240.33,24800432.1,2.77,826.51,52.35,0.7,1187.4,307.22
20816751.16,1240.33,24800432.1,2.77,826.51,52.35,0.53,1185.35,292.7
20816751.16,1240.33,24800432.1,2.77,826.51,52.35,0.58,1180.91,282.25
20816751.16,1240.33,24800432.1,2.77,826.51,52.35,1.0,1172.23,284.42
20816751.16,1240.33,24800432.1,2.77,826.51,52.35,0.81,1179.58,266.66
20816751.16,1240.33,24800432.1,2.77,826.51,52.35,0.92,1168.59,313.92
73798570.47,1224.27,24370441.8,2.94,825.19,82.68,0.84,1130.52,267.94
73798570.47,1224.27,24370441.8,2.94,825.19,82.68,0.76,1133.41,295.7
73798570.47,1224.27,24370441.8,2.94,825.19,82.68,0.54,1124.94,300.63
73798570.47,1224.27,24370441.8,2.94,825.19,82.68,0.95,1123.98,275.03
73798570.47,1224.27,24370441.8,2.94,825.19,82.68,1.03,1135.16,287.39
73798570.47,1224.27,24370441.8,2.94,825.19,82.68,0.87,1140.94,304.47
73798570.47,1224.27,24370441.8,2.94,825.19,82.68,0.7,1127.0,314.55
73798570.47,1224.27,24370441.8,2.94,825.19,82.68,0.61,1137.94,281.85
52461152.28,1088.32,24728324.82,2.85,828.06,50.9,1.01,1021.34,296.54
52461152.28,1088.32,24728324.82,2.85,828.06,50.9,0.57,1036.08,274.04
52461152.28,1088.32,24728324.82,2.85,828.06,50.9,0.74,1019.05,282.81
52461152.28,1088.32,24728324.82,2.85,828.06,50.9,0.9,1022.57,309.01
52461152.28,1088.32,24728324.82,2.85,828.06,50.9,0.68,1034.65,290.11
52461152.28,1088.32,24728324.82,2.85,828.06,50.9,0.81,1031.99,264.92
52461152.28,1088.32,24728324.82,2.85,828.06,50.9,0.92,1028.78,298.54
52461152.28,1088.32,24728324.82,2.85,828.06,50.9,0.57,1026.92,312.55
38771108.6,1096.93,24229521.05,2.87,800.79,73.76,0.83,1011.57,287.79
38771108.6,1096.93,24229521.05,2.87,800.79,73.76,0.85,1021.25,300.06
38771108.6,1096.93,24229521.05,2.87,800.79,73.76,0.66,1010.04,280.39
38771108.6,1096.93,24229521.05,2.87,800.79,73.76,0.57,1006.43,304.91
38771108.6,1096.93,24229521.05,2.87,800.79,73.76,1.03,1013.41,314.44
38771108.6,1096.93,24229521.05,2.87,800.79,73.76,0.52,1020.24,265.04
38771108.6,1096.93,24229521.05,2.87,800.79,73.76,0.72,1017.2,274.63
38771108.6,1096.93,24229521.05,2.87,800.79,73.76,0.98,1004.05,291.17
123689660.67,1134.73,24567159.83,2.85,807.17,49.88,0.89,1074.25,270.03
123689660.67,1134.73,24567159.83,2.85,807.17,49.88,0.98,1079.23,310.93
123689660.67,1134.73,24567159.83,2.85,807.17,49.88,0.54,1080.27,283.7
123689660.67,1134.73,24567159.83,2.85,807.17,49.88,0.62,1066.88,266.71
123689660.67,1134.73,24567159.83,2.85,807.17,49.88,0.97,1069.78,296.61
123689660.67,1134.73,24567159.83,2.85,807.17,49.88,0.82,1084.84,302.1
123689660.67,1134.73,24567159.83,2.85,807.17,49.88,0.77,1071.62,287.72
123689660.67,1134.73,24567159.83,2.85,807.17,49.88,0.7,1076.43,318.11
102778884.75,1052.24,24882022.25,2.92,803.44,93.46,0.72,953.2,299.73
102778884.75,1052.24,24882022.25,2.92,803.44,93.46,0.88,945.89,284.35
102778884.75,1052.24,24882022.25,2.92,803.44,93.46,0.5,951.11,280.34
102778884.75,1052.24,24882022.25,2.92,803.44,93.46,0.83,957.45,266.35
102778884.75,1052.24,24882022.25,2.92,803.44,93.46,1.03,955.51,273.47
102778884.75,1052.24,24882022.25,2.92,803.44,93.46,0.66,940.01,293.02
102778884.75,1052.24,24882022.25,2.92,803.44,93.46,0.61,941.84,311.3
102778884.75,1052.24,24882022.25,2.92,803.44,93.46,0.91,948.36,310.31
34942494.31,1167.19,24319967.24,2.78,832.35,69.38,0.53,1085.89,301.66
34942494.31,1167.19,24319967.24,2.78,832.35,69.38,0.58,1091.27,280.17
34942494.31,1167.19,24319967.24,2.78,832.35,69.38,0.82,1083.83,308.03
34942494.31,1167.19,24319967.24,2.78,832.35,69.38,0.89,1080.31,275.75
34942494.31,1167.19,24319967.24,2.78,832.35,69.38,0.74,1094.54,292.51
34942494.31,1167.19,24319967.24,2.78,832.35,69.38,0.95,1095.76,289.49
34942494.31,1167.19,24319967.24,2.78,832.35,69.38,0.65,1081.55,267.06
34942494.31,1167.19,24319967.24,2.78,832.35,69.38,1.01,1088.52,315.44
109433498.98,1260.3,24460523.35,2.76,823.37,63.0,0.71,1195.24,266.55
109433498.98,1260.3,24460523.35,2.76,823.37,63.0,1.0,1177.38,306.68
109433498.98,1260.3,24460523.35,2.76,823.37,63.0,0.51,1188.71,281.1
109433498.98,1260.3,24460523.35,2.76,823.37,63.0,0.98,1184.61,291.3
109433498.98,1260.3,24460523.35,2.76,823.37,63.0,0.59,1190.93,311.36
109433498.98,1260.3,24460523.35,2.76,823.37,63.0,0.69,1192.46,285.58
109433498.98,1260.3,24460523.35,2.76,823.37,63.0,0.86,1186.2,270.99
109433498.98,1260.3,24460523.35,2.76,823.37,63.0,0.78,1181.99,302.45
14156941.82,1240.57,24772222.72,2.97,826.63,86.04,0.74,1139.76,280.76
14156941.82,1240.57,24772222.72,2.97,826.63,86.04,0.95,1135.08,264.23
14156941.82,1240.57,24772222.72,2.97,826.63,86.04,0.99,1137.34,305.33
14156941.82,1240.57,24772222.72,2.97,826.63,86.04,0.66,1147.4,313.52
14156941.82,1240.57,24772222.72,2.97,826.63,86.04,0.62,1153.75,283.91
14156941.82,1240.57,24772222.72,2.97,826.63,86.04,0.5,1144.75,300.96
14156941.82,1240.57,24772222.72,2.97,826.63,86.04,0.87,1142.17,291.27
14156941.82,1240.57,24772222.72,2.97,826.63,86.04,0.78,1150.09,275.47
76425629.2,1030.12,24120847.01,2.98,847.6,56.29,0.83,956.53,265.23
76425629.2,1030.12,24120847.01,2.98,847.6,56.29,0.7,954.9,317.23
76425629.2,1030.12,24120847.01,2.98,847.6,56.29,0.71,959.36,278.02
76425629.2,1030.12,24120847.01,2.98,847.6,56.29,1.04,966.63,310.35
76425629.2,1030.12,24120847.01,2.98,847.6,56.29,0.84,963.8,296.39
76425629.2,1030.12,24120847.01,2.98,847.6,56.29,0.54,965.1,302.04
76425629.2,1030.12,24120847.01,2.98,847.6,56.29,0.61,971.5,275.28
76425629.2,1030.12,24120847.01,2.98,847.6,56.29,0.97,969.14,284.73
113683844.11,1063.32,24196938.45,2.8,852.18,52.93,0.97,1000.17,315.29
113683844.11,1063.32,24196938.45,2.8,852.18,52.93,0.5,1001.3,287.15
113683844.11,1063.32,24196938.45,2.8,852.18,52.93,0.91,997.68,293.11
113683844.11,1063.32,24196938.45,2.8,852.18,52.93,0.81,995.1,278.3
113683844.11,1063.32,24196938.45,2.8,852.18,52.93,0.57,1004.6,305.9
113683844.11,1063.32,24196938.45,2.8,852.18,52.93,1.0,992.86,276.79
113683844.11,1063.32,24196938.45,2.8,852.18,52.93,0.76,1006.05,303.33
113683844.11,1063.32,24196938.45,2.8,852.18,52.93,0.66,1009.41,264.74
115764045.46,1254.61,24796019.26,2.74,847.51,60.95,0.73,1179.68,296.36
115764045.46,1254.61,24796019.26,2.74,847.51,60.95,0.81,1185.58,285.71
115764045.46,1254.61,24796019.26,2.74,847.51,60.95,1.03,1182.24,273.81
115764045.46,1254.61,24796019.26,2.74,847.51,60.95,0.9,1189.96,316.38
115764045.46,1254.61,24796019.26,2.74,847.51,60.95,0.51,1191.74,265.78
115764045.46,1254.61,24796019.26,2.74,847.51,60.95,0.65,1188.46,307.37
115764045.46,1254.61,24796019.26,2.74,847.51,60.95,0.94,1177.19,304.01
115764045.46,1254.61,24796019.26,2.74,847.51,60.95,0.63,1175.36,279.96
118658583.24,1271.93,24077310.76,2.77,817.27,86.84,0.65,1183.47,294.65
118658583.24,1271.93,24077310.76,2.77,817.27,86.84,0.71,1167.58,273.89
118658583.24,1271.93,24077310.76,2.77,817.27,86.84,0.58,1181.97,313.45
118658583.24,1271.93,24077310.76,2.77,817.27,86.84,0.55,1168.01,311.17
118658583.24,1271.93,24077310.76,2.77,817.27,86.84,0.92,1177.42,303.0
118658583.24,1271.93,24077310.76,2.77,817.27,86.84,1.04,1171.8,285.67
118658583.24,1271.93,24077310.76,2.77,817.27,86.84,0.85,1179.76,266.59
118658583.24,1271.93,24077310.76,2.77,817.27,86.84,0.81,1173.2,277.88
76739112.73,1141.44,24440810.27,2.87,838.51,70.22,0.92,1071.07,267.83
76739112.73,1141.44,24440810.27,2.87,838.51,70.22,0.59,1061.83,272.72
76739112.73,1141.44,24440810.27,2.87,838.51,70.22,0.81,1066.98,315.18
76739112.73,1141.44,24440810.27,2.87,838.51,70.22,0.69,1065.64,288.23
76739112.73,1141.44,24440810.27,2.87,838.51,70.22,1.01,1054.18,300.33
76739112.73,1141.44,24440810.27,2.87,838.51,70.22,0.56,1053.24,294.45
76739112.73,1141.44,24440810.27,2.87,838.51,70.22,0.74,1058.15,306.52
76739112.73,1141.44,24440810.27,2.87,838.51,70.22,0.89,1060.45,277.46
121160442.6,1259.35,24818669.27,2.76,852.28,52.15,0.86,1205.19,292.92
121160442.6,1259.35,24818669.27,2.76,852.28,52.15,0.59,1202.97,278.24
121160442.6,1259.35,24818669.27,2.76,852.28,52.15,0.77,1192.31,269.03
121160442.6,1259.35,24818669.27,2.76,852.28,52.15,0.83,1189.43,289.49
121160442.6,1259.35,24818669.27,2.76,852.28,52.15,0.56,1191.84,297.78
121160442.6,1259.35,24818669.27,2.76,852.28,52.15,1.05,1195.09,306.03
121160442.6,1259.35,24818669.27,2.76,852.28,52.15,0.97,1201.84,276.16
121160442.6,1259.35,24818669.27,2.76,852.28,52.15,0.66,1199.68,313.33
11764809.0,1252.24,24144901.6,2.79,826.95,57.02,0.76,1188.04,274.93
11764809.0,1252.24,24144901.6,2.79,826.95,57.02,0.87,1194.54,290.44
11764809.0,1252.24,24144901.6,2.79,826.95,57.02,0.55,1180.92,280.49
11764809.0,1252.24,24144901.6,2.79,826.95,57.02,1.02,1191.31,269.29
11764809.0,1252.24,24144901.6,2.79,826.95,57.02,0.59,1186.82,307.05
11764809.0,1252.24,24144901.6,2.79,826.95,57.02,0.78,1175.62,311.65
11764809.0,1252.24,24144901.6,2.79,826.95,57.02,0.96,1179.13,294.85
11764809.0,1252.24,24144901.6,2.79,826.95,57.02,0.7,1182.82,298.22
22018057.92,1126.07,24690102.44,2.76,829.47,45.48,0.64,1071.77,281.77
22018057.92,1126.07,24690102.44,2.76,829.47,45.48,0.98,1078.67,293.5
22018057.92,1126.07,24690102.44,2.76,829.47,45.48,1.04,1064.13,285.43
22018057.92,1126.07,24690102.44,2.76,829.47,45.48,0.77,1073.91,304.1
22018057.92,1126.07,24690102.44,2.76,829.47,45.48,0.52,1069.68,304.45
22018057.92,1126.07,24690102.44,2.76,829.47,45.48,0.88,1077.05,270.1
22018057.92,1126.07,24690102.44,2.76,829.47,45.48,0.59,1063.05,313.69
